id,customer_id,status,total_amount_products,total_amount_services,discount,total_amount,received_at,realized_at,delivery_at,equipments_description,defects_description,technical_report,warranty,created_at
475,2,5,0.00,0.00,0.00,0.00,1615376154496,1615376173550,1615576293896,bicos de envase ,quebrados / 2 bicos ,gargalos defeituosos / sobra de material internamente / travando o bico na expulsão .,garantir qualidade mínima de injeção de garrafas . ,1615376173550
476,37,5,0.00,0.00,0.00,0.00,1615376864606,1615376877133,1615405718646,roldana de tração do fio ,variação de ajuste limitado / substituição frequente da borracha ,aumentar curso de regulagem / ,expandir rasgo na carcaça e fazer recorte no braço guia da roldana / idealizado por Sr. Marino ,1615376877133
477,19,5,0.00,0.00,0.00,0.00,1615404181887,1615404198958,1615404200111,tampador ,classificador de tampas derrubando tampas,desalinhado / batido com paleteira ,,1615404198958
478,19,5,0,0,0.00,0.00,1615464038682,1615464322763,1615823765426,tanque agitador ELAB 15 desinfetante,tanque alvejante furado sem conserto viável,transferir produtos para outro sistema de elaboração,fazer rede independente para evitar ao máximo o contato de produtos diferentes / instalar bomba exclusiva / orientação para usuários na necessidade expressa da perfeita lavagem entre um produto e outro .,1615464322763
479,6,5,0.00,0.00,0.00,0.00,1615545112612,1615545155780,1615545157016,tampador ,soltando tampa ,tampas de modelos diferentes misturadas ,,1615545155780
480,6,5,0.00,0.00,0.00,0.00,1615545289388,1615545300344,1615545301647,sopro limpeza bicos ,manqueira pneumática rompida ,troca de mangueira e conexão ,,1615545300344
481,12,5,0.00,0.00,0.00,0.00,1615545438791,1615545456218,1615545457506,peneira / filtro ,trocar / entupido ,trocado redinha ,,1615545456218
482,12,5,0.00,0.00,0.00,0.00,1615545545924,1615545577407,1615545579044,tampador ,troca de modelo de tampa / ajuste ,ajuste / regulagem ,,1615545577407
483,3,5,0.00,0.00,0.00,0.00,1615545664785,1615545679430,1615545680617,rede água sanitária ,transbordando caixa ,servo registro travando aberto ,lubrificado / ideal troca de registro ,1615545679430
484,2,5,0.00,0.00,0.00,0.00,1615545782217,1615545797310,1615545798463,rede água sanitária ,não enche a caixa ,servo registro travando fechado ,lubrificado / ideal trocar por novo ,1615545797310
485,2,5,0.00,0.00,0.00,0.00,1615545999656,1615546009912,1615546011182,bomba de retorno ,não desliga ,Bia com imenda da fiando oxidada (cloro) refeito imenda ,,1615546009912
486,4,5,0.00,0.00,0.00,0.00,1615546143632,1615546162612,1615546164016,rede ar comprimido ,vazamento,troca de seção de mangueira e conexões ,resolvido vazamento maior ,1615546162612
487,24,5,0.00,0.00,0.00,0.00,1615546389778,1615546402466,1615546403719,bomba do elaborador de detergente ,voltou do conserto / reinstalar ,trocado conexões e reinstalado ,,1615546402466
488,24,5,0.00,0.00,0.00,0.00,1615546389778,1615546402466,1615546403719,bomba do elaborador de detergente ,voltou do conserto / reinstalar ,trocado conexões e reinstalado ,,1615546402466
489,5,5,0.00,0.00,0.00,0.00,1615556461894,1615556507766,1615558599762,compressor / purgador/filtro ,correia cantando na partida / nível de óleo / ,,,1615556507766
490,66,5,0.00,0.00,0.00,0.00,1615568638150,1615568651861,1615815023331,bicos de envase ,vazamento ,vedação / não temos a correta ,chegou vedação ,1615568651861
491,31,5,0.00,0.00,0.00,0.00,1615574824935,1615574845862,1615814906052,bomba do filtro da rua ,vazamento ,consertado e reinstalado ,,1615574845862
492,65,0,0,0,0.00,0.00,1615816678149,1615816699002,,tanque sobrando / sem uso,inspeção e tirar medidas,"r=85cm.  h=160cm  V= 3.630 l 
saída 50 mm lateral 
boca de acesso redonda central 40cm
fundo chato / sem rachaduras aparentes",,1615816699002
493,24,0,0.23,0.01,0.00,0.24,1615826804718,1615826804718,,tanque da base do amaciante,tampas soltas / dobradiças enferrujadas / quebradas,trocar por dobradiças de inox 3 peças,,1615826804718
494,76,5,0.00,0.00,0.00,0.00,1615992510009,1615992544376,1616417825344,telhado do silo ,furado / goteiras ,tampar furos / tirar dois respiros e tampar furos/ com chapas arrebitado ,,1615992544376
495,4,5,0.00,0.00,0.00,0.00,1615992664698,1615992676140,1615992677294,rede pneumática ,vazamentos ,troca de seção de mangueira 6mm e imenda pneumática ,,1615992676140
496,19,5,0.00,0.00,0.00,0.00,1615992819739,1615992835860,1615992837229,rede dos produtos ,vazamento registro ,troca de vedação dos registro ,,1615992835860
497,24,5,0.00,0.00,0.00,0.00,1615992920332,1615992933772,1615992934908,tanque número água sanitária n.2,vazamento ,troca de vedação bocal de acoplamento e troca de registro 60 mm ,,1615992933772
498,5,5,0.00,0.00,0.00,0.00,1615993050617,1615993068260,1615993069479,compressor e rede ,água na rede ,inspeção e purga do compressor e rede ,,1615993068260
499,24,5,0.00,0.00,0.00,0.00,1616153422929,1616153451467,1616153452636,tanque água sanitária n.3,vazamento registro ,encurtar tubo trocar oring do flange ,colado com silicone / colocado abraçadeira / trocado carcaça do registro trincada ,1616153451467
500,2,5,0.00,0.00,0.00,0.00,1616153584174,1616153596415,1616418107698,servo registro travando ,troca de registro ,lubrificado ,,1616153596415
501,66,5,0.00,0.00,0.00,0.00,1616161170480,1616161190589,1616161191959,alvejante 5 litros ,plataforma trancando ,lubrificado guias e haste de cilindro / hidratado vedação dos bicos ,,1616161190589
502,77,5,0.00,0.00,0.00,0.00,1616164696495,1616164843838,1616164857442,rede parafina trancada / saturada ,deixado registro da parafina aberto/ rede congelada,aquecer com maçarico ,,1616164843838
503,78,5,0,0,0.00,0.00,1604421101396,1604421115365,,retorno de vapor,tubo quebrado vazamentos,troca de conexões e tubo,anexo lista de materiais,1604421115365
504,2,5,0.08,0.01,0.00,0.09,1616172746893,1616172761335,,rede ar comprimido limpeza de gargalo,vazamento,troca de trecho de mangueira 6mm e conexões,,1616172761335
505,18,5,0.00,0.00,0.00,0.00,1616176359727,1616176376861,1616176377996,navalha de corte água 2litros ,não corta fita ,não tem navalha reserva afiada ,não tem navalha reserva afiada confirme combinado a muito tempo ,1616176376861
506,18,5,0.00,0.00,0.00,0.00,1616418848825,1616418857528,1616418858798,navalha de corte fita ,não corta ,fabricado navalha com lâmina de serra fita e lima 3 quinas ( não tem navalha afiada reserva ) ,pedido antigo de estoque mínimo de navalhas afiadas ( produção parada por 1 hora ) ,1616418857528
507,2,5,0.00,0.00,0.00,0.00,1616419027571,1616419039168,1616419040338,boia tanque de serviço ,transbordando ,boia solta / prendido com fita de nylon ,,1616419039168
508,3,5,0.00,0.00,0.00,0.00,1616435784655,1616435796427,1616435797683,esteira de transporte ,tropessando ,esticar ,,1616435796427
509,27,0,0.17,0,0.00,0.17,1616439870519,1616439870519,,captação água do rio para tanque de serviço,entrada de ar / cano rígido / rompe com o golpe da válvula de ponta,trocar tubos rígidos para mangueira,,1616439870519
510,19,5,0.00,0.00,0.00,0.00,1616592592592,1616592635549,1616592636919,tampador ,lubrificar ,,,1616592635549
511,5,5,0.00,0.00,0.00,0.00,1616592836213,1616592848617,1616592849853,rede ar comprimido,purga ,,,1616592848617
512,6,5,0.00,0.00,0.00,0.00,1616592946860,1616592957299,1616592958670,envasadora e linha ,lubrificar ,,,1616592957299
513,19,5,0.00,0.00,0.00,0.00,1616599891244,1616599915327,1616599916580,rede glicerinado ,vazamento registro ,troca ,,1616599915327
514,19,5,0.00,0.00,0.00,0.00,1616599972408,1616599986289,1616599987409,tampador ,ajuste sincronia e guia ,,,1616599986289
515,16,5,0.00,0.00,0.00,0.00,1616600115983,1616600155164,1616600156575,cômoda de madeira ,portes soltas ,colar ,,1616600155164
516,19,5,1.00,0.01,0.00,1.01,1616600355933,1616600355933,1616686533030,"rede ""todos""",vazamento registro,troca de registro 32mm,,1616600355933
517,29,5,0.00,0.00,0.00,0.00,1616600514992,1616600536890,1616778546641,armarinho de ferramentas ,pintura ,,,1616600536890
518,2,5,0.00,0.00,0.00,0.00,1616610310708,1616610323485,1616610324772,válvula pneumática abastecimento ,travando / transbordando ,defeito não encontrado / acompanhado por 00:30 horas 16 aberturas e fechamento sem problemas ,,1616610323485
519,79,5,0.00,0.00,0.00,0.00,1616764482907,1616764556035,1616764557305,porta de ferro saída para bomba do rio ,dobradiça quebrada / porta podre ,troca de dobradiça ,,1616764556035
520,2,5,0.00,0.00,0.00,0.00,1614691096323,1616678290674,1616764700935,sistema elétrico fechamento válvula pneumática ,fiação oxidada / mal contato / transbordamento ,"trocado cabo de comando da bóia / lubrificado válvula solenóide / colocado chave "" jamp"" de bóia. ( fechamento manual a válvula ) ",,1616678290674
521,80,1,0,0,0.00,0.00,1614787522487,1614787522487,,ralos sem tampa setor água sanitária,feito 8 tampas falta 8,"comprar chapa corrugada 2,5mm ( 12x12 cm) tubo galvanizado 90 mm 2 metros para fabricação de novas tampas",,1614787522487
522,81,5,0.00,0.00,0.00,0.00,1617042814011,1617042907035,1617042908388,acoplamento caminhão / rede ,vazamento / facilitar ligação,fabricado acoplador de inox / engate removível e cambeavel,,1617042907035
523,75,5,0.08,0.01,0.00,0.09,1617219712522,1617219712522,1617377153047,elevador de caneco,chapa furada vazamento,janela aberta por terceiro para manutenção do eixo do elevador,soldado novamente a abertura correto seria fazer janela móvel / próxima manutenção tem que cortar estrutura novamente,1617219712522
524,29,5,0.00,0.00,0.00,0.00,1617219817228,1617219831330,1617219832532,armadilha tipo túnel ,terminar com grade superior e terminar sistema de trava e disparo ,,,1617219831330
525,13,5,0.00,0.00,0.00,0.00,1617219958778,1617219969939,1617219971042,rede ar comprimido ,vazamentos ,trocado mangueiras e conexões acionamento régua divisora ,,1617219969939
526,78,5,0.00,0.00,0.00,0.00,1617220087858,1617220111545,1617220112764,tacho vela colorida ,"troca de dois registros 1.1/2"" saída e um registro de pressão 1.1"".",,,1617220111545
527,13,1,0.04,0.01,0.00,0.05,1617220228515,1617220242224,,sensores contador de garrafas,fabricar suportes de sensor e espelhos ( dois pares ),suporte de sensores instalados falta adquirir os espelhos,falta comprar os espelhos,1617220242224
528,82,5,0.00,0.00,0.00,0.00,1617220347472,1617220365316,1617220366586,mangueira de saída ,ponta PVC quebrada corta ,troca ,,1617220365316
529,5,5,0.00,0.00,0.00,0.00,1617220513774,1617220527474,1617220528777,rede ar comprimido ,purga de rede ,,,1617220527474
530,18,5,0.00,0.00,0.00,0.00,1617279804585,1617279825885,1617279827468,fechadeira de caixa água 5 litros ,não corta fita inferior ,navalha ,,1617279825885
531,42,5,0.00,0.00,0.00,0.00,1617985590982,1617985610132,1617985611736,tanque parafina cemitério,"registro guilhotina 3"" eixo alavanca quebrado ",trocar eixo ( reaproveitar de outro registro de mesmo modelo ,,1617985610132
532,31,5,0.00,0.00,0.00,0.00,1618222016119,1618222066875,1618222068063,bomba do rio ,limpeza de válvula ,,,1618222066875
533,4,5,0.00,0.00,0.00,0.00,1618322827584,1618322843391,1618322844560,bico ,ponta quebrada ,substituído ,,1618322843391
534,18,5,0.00,0.00,0.00,0.00,1618322943280,1618322958982,1618322960184,fechadeira água 5 litros ,ajustar guias laterais / fita fora de posição ,,,1618322958982
535,2,5,0.00,0.00,0.00,0.00,1618323049037,1618323063945,1618323065065,bicos ,um bico ponta quebrada / um com base quebrada / um troca de vedação ,,,1618323063945
536,5,5,0.00,0.00,0.00,0.00,1618481462832,1618481480692,1618481482046,compressor e rede,purga e revisão ,,,1618481480692
537,4,5,0.00,0.00,0.00,0.00,1618840760607,1618840770776,1618840772079,bico envase ,vazamento ,troca de vedação ,,1618840770776
538,22,5,0.00,0.00,0.00,0.00,1618840836484,1618840851896,1618840853166,redutor extrusora ,rangindo ,troca de redutor ,,1618840851896
539,3,5,0.00,0.00,0.00,0.00,1618840935591,1618840959151,1618840960436,tanque de serviço ,transbordando ,limpar contatos ( novamente ) ,,1618840959151
540,3,5,0.00,0.00,0.00,0.00,1618841034936,1618841045316,1618841046453,bicos ,quebrado ,remanejado de outra máquina ( falta peças ) ,,1618841045316
541,3,5,0.00,0.00,0.00,0.00,1618841159500,1618841169621,1618841170923,correia transportadora tropessando ,esticar ( esticador rosca espanada ) ,batidas com a caixa de depósito de garrafas pelo operador ao transferir de máquina ,,1618841169621
542,30,5,0.00,0.00,0.00,0.00,1618843027890,1618843041869,1618843043558,boia ,transbordando ,ajustado flutuador para nível mais baixo ,,1618843041869
543,83,5,0.02,0.01,0.00,0.03,1618915360620,1618915389465,1618915390685,tanque número 4,vazamento registro,acoplador de tecnil com rosca ruim / compensado com veda rosca e abraçadeira / fabricar novo em PVC,fabricado novo e instalado,1618915389465
544,3,5,0.05,0,0.00,0.05,1620750543502,1620750413547,1620916568292,mesa acumuladora,pintura de estrutura,aplicar convertedor/ tinta/ resina,resina reagiu com a tinta / refazer com resina Durakene,1620750624960
545,5,5,0.01,0.02,0,0.03,1620913504636,1620913475010,1620913508186,comoressor,purga / revisão /completar óleo / limpeza / esticar correias / verificar vazamentos.,compressor revisado  / funcionamento satisfatório,obs: automatizar sistema de purga e secagem do ar.,1620913866254
546,3,5,0,0.01,0,0.01,1620915886625,1620915860311,1620915892702,tampador,cabeça número 3 soltando tampa,regulagem,os ajustes de torque variam conforme vasilhame e tampas,1620915997891
547,19,5,0,0.01,0,0.01,1620929522067,1620929485476,1620929525568,micro da guia divisora de garrafas,fora de posição,ajustado,,1620929593480
548,36,5,0,0,0,0,1621262084961,1621262052409,1621262088390,moto- redutor,desarmando disjuntor,trabalhando em fase fio rompido,refeito ligação,1621262169557
549,84,5,0,0,0.00,0.00,1620916687816,1621262208729,1621262291308,materiais elétricos,classificação /  organização / descarte,classificado materiais elétricos,"classificados e separados 
agrupados em uma única prateleira",1621262402742
550,2,5,0.05,0.01,0,0.06,1621262487350,1621262427165,1621262490783,mesa inox empacotamento,quebrada chapa da mesa solta,solda e polimento de borda,,1621262537348
551,4,5,0.04,0.07,0.00,0.11,1621251224780,1621337589694,1623167403799,bicos de envase,"lento no detergente clorado, peso baixo",bicos não desenvolvido para líquidos de baixa fluidez / agrava com a baixa temperatura,"testar ar forçado ( Venturi ) vácuo na garrafa sem contato com o produto.
resultados :
- peso adequado 
- velocidade de envase baixado para 26s.( velocidade anterior 140s quando temperatura ambiente menor que 20°C )
refeito instalação da bomba pneumática 
colocado boia pneumática com acionamento da bomba",1621337757132
552,58,5,0.06,0.03,0.00,0.09,1621366111255,1621365854607,1624558091755,saída vapor condensado tacho sabão,podre trocar,,,1621366171135
553,85,3,0.05,0.04,0,0.09,1621280033448,1621366261938,,armário de produtos em teste,reforma / prateleiras caindo,,,1621366486529
554,85,3,0.16,0.03,0.00,0.19,1621367995324,1621367649306,,armário usado para colocar no almoxarife,reforma / tirar partes poderes,,,1621367749345
555,85,3,0.02,0.03,0,0.05,1621368237689,1621368164918,,armário para futuro almoxarife,reforma / pintura,,,1621368268384
556,86,5,0.30,0,0.00,0.30,1621251342837,1621596874868,1623167304490,tampador pneumático detergente linha de detergente 1L,máquina nova / instalação,instalar rede elétrica trifásica com aterramento / instalar rede pneumática .,"rede elétrica terceirizada (Lembek) 
rede pneumática falta registro geral .",1621597057595
557,4,5,0,0,0.00,0.00,1615221048552,1620059424253,1622651474032,envasadora lenta / baixa produção/ detergente clorado 2.000 litros 6:30 h.,baixa vasão / escoamento lento / produto não desce por gravidade / forçar produto .,mudar princípio de funcionamento da máquina de envase por gravidade por envase forçado Venturi provocando vácuo.,sistema envase forçado funcionando / envase detergente clorado baixado para 2 horas,1622565472515
558,13,5,0,0,0.00,0.00,1623167876702,1623167810729,1623253172415,rede de entrada e saída novo produto,produto novo em garrafa nova,"fazer nova rede do tanque misturador pra tanque armazenagem
fazer nova rede do tanque de armazenagem para máquina 1 litro detergente",falta adaptar máquina de 1 litro detergente para 3 litros lava roupas,1623168057366
559,24,5,0.23,0,0.00,0.23,1624897006940,1624896955607,1625076429872,rede de subida do detergente,3 registros quebrados,troca de registros e conexões,obs: alguns itens tem no estoque .,1624897092737
560,87,5,10.10,0.03,0.00,10.13,1625491044251,1625490991748,1627063561865,tubulação nova para tanque do sal,fazer rede nova do tanque do sal para tanque pequeno do lava roupas ( água quente ),rede nova,,1625491110781
561,22,5,0.01,0.02,0.00,0.03,1625856659735,1626115668453,1626115864279,extrusora embalagens,troca de conjunto de rosca,desmontar e montar rosca recuperada,,1626202236275
562,24,5,0.05,0.02,0.00,0.07,1623959834504,1625773474023,1625860640511,rede descarga do hipoclorito  / soda,vazamento espigão e vazamento registro selecionador de tanques,troca,,1626205652173
563,2,5,0.00,0.02,0.00,0.02,1626266852614,1626266728224,1626266855708,bicos de envase,mangueira e espigão quebrados 3 bicos,troca,até ressecar novamente / média 2 meses,1626266837731
564,58,5,0.04,0,0.00,0.04,,1626274310759,,,,,,1626274485110
565,12,5,3.04,0.01,0.00,3.05,1626360585696,1626360305532,1626360589434,rede limpeza envasadora amaciante,troca de registro e troca de acoplamento da mangueira de limpeza,,,1626360370799
566,4,5,0.40,0.05,0.00,0.45,1626361298427,1626360799484,1626804289879,roleira saída da embaladora máquina água 5 L,fabricação de nova estrutura,,,1626360890046
567,13,3,5.32,0.05,0.00,5.37,1626348834540,1626430984907,1627054517642,"máquina envase ""detergente 1 L """,instalar rede de alimentação de produto novo ( para esta máquina ) independente,montar rede nova 40 mm desde o tanque de estoque até a máquina com entrada de água para lavação / bóia nova e furacão para boia nova / consertar tampa da caixa da máquina para facilitar acesso/ furacão lage e isolamento com espuma expansiva,,1626431072789
568,88,5,0.02,0.02,0.00,0.04,1626717558659,1626717486671,1626717562252,tanque cebo 01 ( porta),vazamento na união da serpentina,troca de união,,1626717669696
569,89,5,0.02,0.07,0.00,0.09,1626715283751,1626801399539,1626801687727,bomba reserva hipoclorito,vazamentos / perda de rendimento,refazer acento traseiro do selo / refazer eixo no acento do selo / usinar tampa traseira da carcaça.,,1626801670893
570,2,5,4.52,0,0.00,4.52,1626979297412,1626979055748,1626979300418,bicos de envase,mangueira rachada 2 unidades,troca / mangueira de PVC reage com o cloro,,1626979093618
571,2,5,0,0.01,0,0.01,1626980506208,1626980430179,1626980510039,bomba retorno,não puxa ( relatado ),não encontrado defeito bomba funcionando normal ( acompanhado 8 ciclos ),,1626980532340
572,12,5,0,0.01,0.00,0.01,1627041313225,1627041241942,1627041316723,tampador,trancando garrafas,ajuste de guia e estrela,,1627041363766
573,55,5,0.01,0.02,0.00,0.03,1627041761237,1627041520351,1627041764580,calha para sabão de coco,fabricar duas calhas para escoar sabão para formas,fabricação sob medida,,1627041694321
574,12,5,0.02,0.01,0.00,0.03,1627042237872,1627042208783,1627042240871,tampador,quebra da mola expulsarora da tampa / cabeça de torque,troca da mola e trava de parafuso do conjunto,,1627042446212
575,12,5,0.01,0.01,0.00,0.02,1627047165536,1627047012827,1627047168473,abastecimento máquina amaciante,troca de peneira entrada do produto,troca / peneira saturada,,1627047225218
576,3,5,22.57,0.01,0.00,22.58,1626967649036,1627054006566,,bicos de envase,mangueiras quebradas / vazamento,troca de mangueiras ( 5 ).,mangueira corrugada de PVC / correto corrugado de silicone,1627054162307
577,90,5,0.16,0,0.00,0.16,1626968434967,1627054564706,1626968438753,identificação geral de manutenção mecânica e elétrica,corte e furacão de compensado para fabricar placas de identificação,pedido da segurança do trabalho,,1627054823453
578,91,3,0.06,0.03,0.00,0.09,1626968669210,1627054992665,,paleteira setor garrafinha,estrutura quebrada / garfo aberto /,macaquear garfos para posição / soldar junções quebradas,,1627055240494
579,92,5,0,0.01,0.00,0.01,1627060973009,1627059098524,1627060976314,agitador,desarme inversor,"falta de perícia do operador na ligada
ligado o versor em rotação máxima na partida causando alta corrente e consequentemente desarme só mesmo",,1627059154434
